sampling_rate_hz,freq_resolution_hz,window_duration_s,windows_per_epoch,pts_per_window,smooth_factor,high_filter,low_filter,notch_filter,zero_means_suppressed,col_index,i_code,i_group,sub_index,csv_header,mmx_instrument,variable_name,family,sub_column,units,power_scale,freq_band,freq_min_hz,freq_max_hz,hemisphere,region,electrode,engine,epoch_duration_s,epoch_step_s,rows_per_obs,resolution,evidence_tier,evidence_note
64.0,0.5,2.0,4,128,3,,,,yes,145,I85_1,85,1,"FFT PowerRatio, 4-8/1-4 Hz, All 10-20",FFT_PowerRatio 4-8//1-4 All 10-20_avg,tdr_all,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,146,I86_1,86,1,"FFT PowerRatio, 4-8/1-4 Hz, Left Anterior",FFT_PowerRatio 4-8//1-4 Left Anterior_avg,tdr_left_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,147,I87_1,87,1,"FFT PowerRatio, 4-8/1-4 Hz, Left Hemisphere",FFT_PowerRatio 4-8//1-4 Left Hemisphere_avg,tdr_left_hemisphere,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,148,I88_1,88,1,"FFT PowerRatio, 4-8/1-4 Hz, Left Posterior",FFT_PowerRatio 4-8//1-4 Left Posterior_avg,tdr_left_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,149,I89_1,89,1,"FFT PowerRatio, 4-8/1-4 Hz, Right Anterior",FFT_PowerRatio 4-8//1-4 Right Anterior_avg,tdr_right_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,150,I90_1,90,1,"FFT PowerRatio, 4-8/1-4 Hz, Right Hemisphere",FFT_PowerRatio 4-8//1-4 Right Hemisphere_avg,tdr_right_hemisphere,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,151,I91_1,91,1,"FFT PowerRatio, 4-8/1-4 Hz, Right Posterior",FFT_PowerRatio 4-8//1-4 Right Posterior_avg,tdr_right_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,152,I92_1,92,1,"FFT PowerRatio, 4-8/1-4 Hz, Anterior",FFT_PowerRatio 4-8//1-4 Anterior_avg,tdr_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,153,I93_1,93,1,"FFT PowerRatio, 4-8/1-4 Hz, Posterior",FFT_PowerRatio 4-8//1-4 Posterior_avg,tdr_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,theta,4.0,8.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,154,I94_1,94,1,"FFT PowerRatio, 6-14/1-20 Hz, All 10-20",FFT_PowerRatio 6-14//1-20 All 10-20_avg,rav_all,alpha_variability,,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,,,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,155,I95_1,95,1,"FFT PowerRatio, 6-14/1-20 Hz, Left Anterior",FFT_PowerRatio 6-14//1-20 Left Anterior_avg,rav_left_anterior,alpha_variability,left_anterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,156,I96_1,96,1,"FFT PowerRatio, 6-14/1-20 Hz, Left Hemisphere",FFT_PowerRatio 6-14//1-20 Left Hemisphere_avg,rav_left_hemisphere,alpha_variability,left_hemisphere,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,157,I97_1,97,1,"FFT PowerRatio, 6-14/1-20 Hz, Left Posterior",FFT_PowerRatio 6-14//1-20 Left Posterior_avg,rav_left_posterior,alpha_variability,left_posterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,158,I98_1,98,1,"FFT PowerRatio, 6-14/1-20 Hz, Right Anterior",FFT_PowerRatio 6-14//1-20 Right Anterior_avg,rav_right_anterior,alpha_variability,right_anterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,159,I99_1,99,1,"FFT PowerRatio, 6-14/1-20 Hz, Right Hemisphere",FFT_PowerRatio 6-14//1-20 Right Hemisphere_avg,rav_right_hemisphere,alpha_variability,right_hemisphere,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,160,I100_1,100,1,"FFT PowerRatio, 6-14/1-20 Hz, Right Posterior",FFT_PowerRatio 6-14//1-20 Right Posterior_avg,rav_right_posterior,alpha_variability,right_posterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,161,I101_1,101,1,"FFT PowerRatio, 6-14/1-20 Hz, Anterior",FFT_PowerRatio 6-14//1-20 Anterior_avg,rav_anterior,alpha_variability,,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,162,I102_1,102,1,"FFT PowerRatio, 6-14/1-20 Hz, Posterior",FFT_PowerRatio 6-14//1-20 Posterior_avg,rav_posterior,alpha_variability,,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,uV,,6.0,14.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,163,I103_1,103,1,"FFT PowerRatio, 8-13/1-4 Hz, All 10-20",FFT_PowerRatio 8-13//1-4 All 10-20_avg,adr_all,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,164,I104_1,104,1,"FFT PowerRatio, 8-13/1-4 Hz, Left Anterior",FFT_PowerRatio 8-13//1-4 Left Anterior_avg,adr_left_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,165,I105_1,105,1,"FFT PowerRatio, 8-13/1-4 Hz, Left Hemisphere",FFT_PowerRatio 8-13//1-4 Left Hemisphere_avg,adr_left_hemisphere,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,166,I106_1,106,1,"FFT PowerRatio, 8-13/1-4 Hz, Left Posterior",FFT_PowerRatio 8-13//1-4 Left Posterior_avg,adr_left_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,167,I107_1,107,1,"FFT PowerRatio, 8-13/1-4 Hz, Right Anterior",FFT_PowerRatio 8-13//1-4 Right Anterior_avg,adr_right_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,168,I108_1,108,1,"FFT PowerRatio, 8-13/1-4 Hz, Right Hemisphere",FFT_PowerRatio 8-13//1-4 Right Hemisphere_avg,adr_right_hemisphere,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,169,I109_1,109,1,"FFT PowerRatio, 8-13/1-4 Hz, Right Posterior",FFT_PowerRatio 8-13//1-4 Right Posterior_avg,adr_right_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,170,I110_1,110,1,"FFT PowerRatio, 8-13/1-4 Hz, Anterior",FFT_PowerRatio 8-13//1-4 Anterior_avg,adr_anterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,171,I111_1,111,1,"FFT PowerRatio, 8-13/1-4 Hz, Posterior",FFT_PowerRatio 8-13//1-4 Posterior_avg,adr_posterior,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",uV,alpha,8.0,13.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
128.0,,,,,,,,,,172,I112_1,112,1,"PeakEnvelope, 2 - 20 Hz, All 10-20",PeakEnvelope 2-20 All 10-20_avg,peak_envelope,peak_envelope,,µV,,,2.0,20.0,,,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,173,I113_1,113,1,"PeakEnvelope, 2 - 20 Hz, Left Anterior",PeakEnvelope 2-20 Left Anterior_avg,peak_envelope_left_anterior,peak_envelope,,µV,,,2.0,20.0,left,anterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,174,I114_1,114,1,"PeakEnvelope, 2 - 20 Hz, Left Hemisphere",PeakEnvelope 2-20 Left Hemisphere_avg,peak_envelope_left_hemisphere,peak_envelope,,µV,,,2.0,20.0,left,hemisphere,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,175,I115_1,115,1,"PeakEnvelope, 2 - 20 Hz, Left Posterior",PeakEnvelope 2-20 Left Posterior_avg,peak_envelope_left_posterior,peak_envelope,,µV,,,2.0,20.0,left,posterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,176,I116_1,116,1,"PeakEnvelope, 2 - 20 Hz, Right Anterior",PeakEnvelope 2-20 Right Anterior_avg,peak_envelope_right_anterior,peak_envelope,,µV,,,2.0,20.0,right,anterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,177,I117_1,117,1,"PeakEnvelope, 2 - 20 Hz, Right Hemisphere",PeakEnvelope 2-20 Right Hemisphere_avg,peak_envelope_right_hemisphere,peak_envelope,,µV,,,2.0,20.0,right,hemisphere,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,178,I118_1,118,1,"PeakEnvelope, 2 - 20 Hz, Right Posterior",PeakEnvelope 2-20 Right Posterior_avg,peak_envelope_right_posterior,peak_envelope,,µV,,,2.0,20.0,right,posterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,179,I119_1,119,1,"PeakEnvelope, 2 - 20 Hz, Anterior",PeakEnvelope 2-20 Anterior_avg,peak_envelope_anterior,peak_envelope,,µV,,,2.0,20.0,,anterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
128.0,,,,,,,,,,180,I120_1,120,1,"PeakEnvelope, 2 - 20 Hz, Posterior",PeakEnvelope 2-20 Posterior_avg,peak_envelope_posterior,peak_envelope,,µV,,,2.0,20.0,,posterior,,PeakEnvelope01,1.0,1.0,1,ordinal,P-DOC,Trend Type Peak Envelope.md; 10 s average
64.0,0.5,2.0,4,128,3,,,,yes,181,I121_1,121,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Left Anterior, FFT PowerRatio, 6-14/1-20 Hz, Left Anterior","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Left Anterior_avg]",rav_avg_left_anterior,alpha_variability,left_anterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,182,I122_1,122,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Left Hemisphere, FFT PowerRatio, 6-14/1-20 Hz, Left Hemisphere","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Left Hemisphere_avg]",rav_avg_left_hemisphere,alpha_variability,left_hemisphere,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,left,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,183,I123_1,123,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Left Posterior, FFT PowerRatio, 6-14/1-20 Hz, Left Posterior","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Left Posterior_avg]",rav_avg_left_posterior,alpha_variability,left_posterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,184,I124_1,124,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Right Anterior, FFT PowerRatio, 6-14/1-20 Hz, Right Anterior","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Right Anterior_avg]",rav_avg_right_anterior,alpha_variability,right_anterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,185,I125_1,125,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Right Hemisphere, FFT PowerRatio, 6-14/1-20 Hz, Right Hemisphere","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Right Hemisphere_avg]",rav_avg_right_hemisphere,alpha_variability,right_hemisphere,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,right,hemisphere,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
64.0,0.5,2.0,4,128,3,,,,yes,186,I126_1,126,1,"RAV (2 min. running ave.) FFT PowerRatio 6-14/1-20Hz Right Posterior, FFT PowerRatio, 6-14/1-20 Hz, Right Posterior","Time Avg <0,120> [FFT_PowerRatio 6-14//1-20 Right Posterior_avg]",rav_avg_right_posterior,alpha_variability,right_posterior,RAV: 6–14/1–20 Hz ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10,,,6.0,14.0,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,MMX,RAV = 6-14/1-20 Hz ratio; absent from Persyst help
128.0,,,,,,,,,,187,I127_1,127,1,"Rhythmic delta indicator bilateral(blue=left, red=right, green=gen)",[[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]]]] AND [[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]]]],rda_bilateral,rda,bilateral,rhythmicity index,,,,,left,anterior,,RhythmicityEngine01,3.0,2.0,2,ordinal,P-COMM,"Mike 2026-08-21: binary; 'gen' = bilateral co-occurrence, NOT GRDA"
128.0,,,,,,,,,,188,I128_1,128,1,"Rhythmic delta indicator left (blue=left, red=right, green=gen)",[[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]]]] AND NOT[[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]]]],rda_left,rda,left,rhythmicity index,,,,,left,anterior,,RhythmicityEngine01,3.0,2.0,2,ordinal,P-COMM,"Mike 2026-08-21: binary; 'gen' = bilateral co-occurrence, NOT GRDA"
128.0,,,,,,,,,,189,I129_1,129,1,"Rhythmic delta indicator right (blue=left, red=right, green=gen)",[[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Right Posterior_avg]]]]] AND NOT[[[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Anterior_avg]]]] OR [[>= 1.1 <0> [SumValues_Abs_0-0 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]] AND [>= 5 <0> [SumValues_Abs_2-2 [Rhythmicity Spectrogram 3.00 Left Posterior_avg]]]]],rda_right,rda,right,rhythmicity index,,,,,left,anterior,,RhythmicityEngine01,3.0,2.0,2,ordinal,P-COMM,"Mike 2026-08-21: binary; 'gen' = bilateral co-occurrence, NOT GRDA"
64.0,0.5,2.0,4,128,3,,,,yes,190,I130_1,130,1,"SEF95, All 10-20",FFT_Edge 95 0-32 All 10-20_avg,sef_95_all,spectral_edge,,Hz,uV,,,,,,F9,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,191,I131_1,131,1,"SEF95, Left Hemisphere",FFT_Edge 95 0-32 Left Hemisphere_avg,sef_95_left_hemisphere,spectral_edge,,Hz,uV,,,,left,hemisphere,F9,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,192,I132_1,132,1,"SEF 95 Left Ant, Left Anterior",FFT_Edge 95 0-32 Left Anterior_avg,sef_95_left_anterior,spectral_edge,,Hz,uV,,,,left,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,193,I133_1,133,1,"SEF 95 Left Post, Left Posterior",FFT_Edge 95 0-32 Left Posterior_avg,sef_95_left_posterior,spectral_edge,,Hz,uV,,,,left,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,194,I134_1,134,1,"SEF95, Right Hemisphere",FFT_Edge 95 0-32 Right Hemisphere_avg,sef_95_right_hemisphere,spectral_edge,,Hz,uV,,,,right,hemisphere,F9,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,195,I135_1,135,1,"SEF 95 Right Ant, Right Anterior",FFT_Edge 95 0-32 Right Anterior_avg,sef_95_right_anterior,spectral_edge,,Hz,uV,,,,right,anterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,196,I136_1,136,1,"SEF 95 Right Post, Right Posterior",FFT_Edge 95 0-32 Right Posterior_avg,sef_95_right_posterior,spectral_edge,,Hz,uV,,,,right,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,197,I137_1,137,1,"SEF95, Anterior",FFT_Edge 95 0-32 Anterior_avg,sef_95_anterior,spectral_edge,,Hz,uV,,,,,anterior,F9,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,198,I138_1,138,1,"SEF95, Posterior",FFT_Edge 95 0-32 Posterior_avg,sef_95_posterior,spectral_edge,,Hz,uV,,,,,posterior,F9,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,199,I139_1,139,1,"SEF50, All 10-20",FFT_Edge 50 0-32 All 10-20_avg,sef_50_all,spectral_edge,,Hz,uV,,,,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
64.0,0.5,2.0,4,128,3,,,,yes,200,I140_1,140,1,"SEF75, All 10-20",FFT_Edge 75 0-32 All 10-20_avg,sef_75_all,spectral_edge,,Hz,uV,,,,,,F7,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,Trend Types Frequency.md; FFT Edge 0-32 Hz
